election_round,election_label,election_date,province,municipality,municipality_key,electorate,votes,invalid_votes,abstentions,turnout_rate
6,제6회 전국동시지방선거,2014-06-04,서울특별시,노원구,서울특별시 노원구,471804,284532,2724,187272,60.31
6,제6회 전국동시지방선거,2014-06-04,서울특별시,도봉구,서울특별시 도봉구,296035,173232,1686,122803,58.52
6,제6회 전국동시지방선거,2014-06-04,서울특별시,동대문구,서울특별시 동대문구,308318,179384,1897,128934,58.18
6,제6회 전국동시지방선거,2014-06-04,서울특별시,동작구,서울특별시 동작구,347506,214255,1941,133251,61.66
6,제6회 전국동시지방선거,2014-06-04,서울특별시,마포구,서울특별시 마포구,320827,195289,1768,125538,60.87
6,제6회 전국동시지방선거,2014-06-04,서울특별시,서대문구,서울특별시 서대문구,266442,159840,1636,106602,59.99
6,제6회 전국동시지방선거,2014-06-04,서울특별시,서초구,서울특별시 서초구,358576,220442,1411,138134,61.48
6,제6회 전국동시지방선거,2014-06-04,서울특별시,성동구,서울특별시 성동구,252308,146873,1591,105435,58.21
6,제6회 전국동시지방선거,2014-06-04,서울특별시,성북구,서울특별시 성북구,394293,229201,2354,165092,58.13
6,제6회 전국동시지방선거,2014-06-04,서울특별시,송파구,서울특별시 송파구,547101,329721,2291,217380,60.27
6,제6회 전국동시지방선거,2014-06-04,서울특별시,양천구,서울특별시 양천구,392385,236667,2112,155718,60.31
6,제6회 전국동시지방선거,2014-06-04,서울특별시,영등포구,서울특별시 영등포구,329266,194093,1721,135173,58.95
6,제6회 전국동시지방선거,2014-06-04,서울특별시,용산구,서울특별시 용산구,204529,118198,1085,86331,57.79
6,제6회 전국동시지방선거,2014-06-04,서울특별시,은평구,서울특별시 은평구,414920,233896,2177,181024,56.37
6,제6회 전국동시지방선거,2014-06-04,서울특별시,종로구,서울특별시 종로구,136925,81113,926,55812,59.24
6,제6회 전국동시지방선거,2014-06-04,서울특별시,중구,서울특별시 중구,113235,65393,905,47842,57.75
6,제6회 전국동시지방선거,2014-06-04,서울특별시,중랑구,서울특별시 중랑구,351965,189523,2082,162442,53.85
6,제6회 전국동시지방선거,2014-06-04,세종특별자치시,세종특별자치시,세종특별자치시 세종특별자치시,101559,63629,975,37930,62.65
6,제6회 전국동시지방선거,2014-06-04,울산광역시,남구,울산광역시 남구,277480,151643,11532,125837,54.65
6,제6회 전국동시지방선거,2014-06-04,울산광역시,동구,울산광역시 동구,141266,81696,8130,59570,57.83
6,제6회 전국동시지방선거,2014-06-04,울산광역시,북구,울산광역시 북구,139347,79777,6346,59570,57.25
6,제6회 전국동시지방선거,2014-06-04,울산광역시,울주군,울산광역시 울주군,165014,92066,8974,72948,55.79
6,제6회 전국동시지방선거,2014-06-04,울산광역시,중구,울산광역시 중구,189218,106699,8745,82519,56.39
6,제6회 전국동시지방선거,2014-06-04,인천광역시,강화군,인천광역시 강화군,58089,38611,1180,19478,66.47
6,제6회 전국동시지방선거,2014-06-04,인천광역시,계양구,인천광역시 계양구,274659,143387,1207,131272,52.21
6,제6회 전국동시지방선거,2014-06-04,인천광역시,남구,인천광역시 남구,340427,174258,1930,166169,51.19
6,제6회 전국동시지방선거,2014-06-04,인천광역시,남동구,인천광역시 남동구,405404,215359,1930,190045,53.12
6,제6회 전국동시지방선거,2014-06-04,인천광역시,동구,인천광역시 동구,61693,36534,645,25159,59.22
6,제6회 전국동시지방선거,2014-06-04,인천광역시,부평구,인천광역시 부평구,451971,237759,2207,214212,52.6
6,제6회 전국동시지방선거,2014-06-04,인천광역시,서구,인천광역시 서구,380611,199733,1769,180878,52.48
6,제6회 전국동시지방선거,2014-06-04,인천광역시,연수구,인천광역시 연수구,238453,136706,1221,101747,57.33
6,제6회 전국동시지방선거,2014-06-04,인천광역시,옹진군,인천광역시 옹진군,18124,13590,522,4534,74.98
6,제6회 전국동시지방선거,2014-06-04,인천광역시,중구,인천광역시 중구,89767,48565,608,41202,54.1
6,제6회 전국동시지방선거,2014-06-04,전라남도,강진군,전라남도 강진군,33613,24567,1386,9046,73.09
6,제6회 전국동시지방선거,2014-06-04,전라남도,고흥군,전라남도 고흥군,61803,47246,3820,14557,76.45
6,제6회 전국동시지방선거,2014-06-04,전라남도,곡성군,전라남도 곡성군,26872,20627,1319,6245,76.76
6,제6회 전국동시지방선거,2014-06-04,전라남도,광양시,전라남도 광양시,115763,73537,2394,42226,63.52
6,제6회 전국동시지방선거,2014-06-04,전라남도,구례군,전라남도 구례군,23363,19041,1135,4322,81.5
6,제6회 전국동시지방선거,2014-06-04,전라남도,나주시,전라남도 나주시,76122,51515,2735,24607,67.67
6,제6회 전국동시지방선거,2014-06-04,전라남도,담양군,전라남도 담양군,41046,29086,1272,11960,70.86
6,제6회 전국동시지방선거,2014-06-04,전라남도,목포시,전라남도 목포시,185570,103181,3464,82389,55.6
6,제6회 전국동시지방선거,2014-06-04,전라남도,무안군,전라남도 무안군,63647,40757,1792,22890,64.04
6,제6회 전국동시지방선거,2014-06-04,전라남도,보성군,전라남도 보성군,39863,29891,1926,9972,74.98
6,제6회 전국동시지방선거,2014-06-04,전라남도,순천시,전라남도 순천시,214889,126320,3843,88569,58.78
6,제6회 전국동시지방선거,2014-06-04,전라남도,신안군,전라남도 신안군,39488,30574,2596,8914,77.43
6,제6회 전국동시지방선거,2014-06-04,전라남도,여수시,전라남도 여수시,232635,135390,3461,97245,58.2
6,제6회 전국동시지방선거,2014-06-04,전라남도,영광군,전라남도 영광군,47906,36009,1528,11897,75.17
6,제6회 전국동시지방선거,2014-06-04,전라남도,영암군,전라남도 영암군,48480,33132,1775,15348,68.34
6,제6회 전국동시지방선거,2014-06-04,전라남도,완도군,전라남도 완도군,45300,34406,2474,10894,75.95
6,제6회 전국동시지방선거,2014-06-04,전라남도,장성군,전라남도 장성군,39166,28305,1400,10861,72.27
6,제6회 전국동시지방선거,2014-06-04,전라남도,장흥군,전라남도 장흥군,35493,27569,1658,7924,77.67
6,제6회 전국동시지방선거,2014-06-04,전라남도,진도군,전라남도 진도군,27951,20840,1596,7111,74.56
6,제6회 전국동시지방선거,2014-06-04,전라남도,함평군,전라남도 함평군,30727,21640,1094,9087,70.43
6,제6회 전국동시지방선거,2014-06-04,전라남도,해남군,전라남도 해남군,64806,42857,2498,21949,66.13
6,제6회 전국동시지방선거,2014-06-04,전라남도,화순군,전라남도 화순군,54937,39198,1872,15739,71.35
6,제6회 전국동시지방선거,2014-06-04,전라북도,고창군,전라북도 고창군,51188,38091,2367,13097,74.41
6,제6회 전국동시지방선거,2014-06-04,전라북도,군산시,전라북도 군산시,220810,117779,3902,103031,53.34
6,제6회 전국동시지방선거,2014-06-04,전라북도,김제시,전라북도 김제시,77336,51495,2737,25841,66.59
6,제6회 전국동시지방선거,2014-06-04,전라북도,남원시,전라북도 남원시,70411,47558,1993,22853,67.54
6,제6회 전국동시지방선거,2014-06-04,전라북도,무주군,전라북도 무주군,21786,17618,1139,4168,80.87
6,제6회 전국동시지방선거,2014-06-04,전라북도,부안군,전라북도 부안군,49599,34433,2130,15166,69.42
6,제6회 전국동시지방선거,2014-06-04,전라북도,순창군,전라북도 순창군,25497,19720,1146,5777,77.34
6,제6회 전국동시지방선거,2014-06-04,전라북도,완주군,전라북도 완주군,70666,44750,2133,25916,63.33
6,제6회 전국동시지방선거,2014-06-04,전라북도,익산시,전라북도 익산시,244122,129480,4557,114642,53.04
6,제6회 전국동시지방선거,2014-06-04,전라북도,임실군,전라북도 임실군,26103,19822,1172,6281,75.94
6,제6회 전국동시지방선거,2014-06-04,전라북도,장수군,전라북도 장수군,20087,16016,947,4071,79.73
6,제6회 전국동시지방선거,2014-06-04,전라북도,전주시덕진구,전라북도 전주시덕진구,221516,123206,2473,98310,55.62
6,제6회 전국동시지방선거,2014-06-04,전라북도,전주시완산구,전라북도 전주시완산구,283872,159841,3149,124031,56.31
6,제6회 전국동시지방선거,2014-06-04,전라북도,정읍시,전라북도 정읍시,96960,61781,3016,35179,63.72
6,제6회 전국동시지방선거,2014-06-04,전라북도,진안군,전라북도 진안군,23289,18439,1005,4850,79.17
6,제6회 전국동시지방선거,2014-06-04,제주특별자치도,서귀포시,제주특별자치도 서귀포시,126578,85099,1671,41479,67.23
6,제6회 전국동시지방선거,2014-06-04,제주특별자치도,제주시,제주특별자치도 제주시,340604,208224,3520,132380,61.13
6,제6회 전국동시지방선거,2014-06-04,충청남도,계룡시,충청남도 계룡시,29874,19557,266,10317,65.46
6,제6회 전국동시지방선거,2014-06-04,충청남도,공주시,충청남도 공주시,96439,57596,1492,38843,59.72
6,제6회 전국동시지방선거,2014-06-04,충청남도,금산군,충청남도 금산군,46813,30036,1177,16777,64.16
6,제6회 전국동시지방선거,2014-06-04,충청남도,논산시,충청남도 논산시,103962,62061,1931,41901,59.7
6,제6회 전국동시지방선거,2014-06-04,충청남도,당진시,충청남도 당진시,128636,69446,1929,59190,53.99
6,제6회 전국동시지방선거,2014-06-04,충청남도,보령시,충청남도 보령시,86603,55365,2110,31238,63.93
6,제6회 전국동시지방선거,2014-06-04,충청남도,부여군,충청남도 부여군,61543,38919,1449,22624,63.24
6,제6회 전국동시지방선거,2014-06-04,충청남도,서산시,충청남도 서산시,130906,70754,1687,60152,54.05
6,제6회 전국동시지방선거,2014-06-04,충청남도,서천군,충청남도 서천군,50159,33416,1485,16743,66.62
6,제6회 전국동시지방선거,2014-06-04,충청남도,아산시,충청남도 아산시,222224,113433,2011,108791,51.04
6,제6회 전국동시지방선거,2014-06-04,충청남도,예산군,충청남도 예산군,72147,44138,1522,28009,61.18
6,제6회 전국동시지방선거,2014-06-04,충청남도,천안시동남구,충청남도 천안시동남구,236496,117049,1495,119447,49.49
6,제6회 전국동시지방선거,2014-06-04,충청남도,천안시서북구,충청남도 천안시서북구,223113,103339,1139,119774,46.32
6,제6회 전국동시지방선거,2014-06-04,충청남도,청양군,충청남도 청양군,27844,20860,1044,6984,74.92
6,제6회 전국동시지방선거,2014-06-04,충청남도,태안군,충청남도 태안군,53331,35682,1710,17649,66.91
6,제6회 전국동시지방선거,2014-06-04,충청남도,홍성군,충청남도 홍성군,74464,44555,1246,29909,59.83
6,제6회 전국동시지방선거,2014-06-04,충청북도,괴산군,충청북도 괴산군,33704,24261,991,9443,71.98
6,제6회 전국동시지방선거,2014-06-04,충청북도,단양군,충청북도 단양군,26692,18685,609,8007,70.0
6,제6회 전국동시지방선거,2014-06-04,충청북도,보은군,충청북도 보은군,29809,22561,1003,7248,75.69
6,제6회 전국동시지방선거,2014-06-04,충청북도,영동군,충청북도 영동군,43012,30700,1132,12312,71.38
6,제6회 전국동시지방선거,2014-06-04,충청북도,옥천군,충청북도 옥천군,44490,30898,1210,13592,69.45
6,제6회 전국동시지방선거,2014-06-04,충청북도,음성군,충청북도 음성군,76435,42055,1178,34380,55.02
6,제6회 전국동시지방선거,2014-06-04,충청북도,제천시,충청북도 제천시,112013,67732,1574,44281,60.47
6,제6회 전국동시지방선거,2014-06-04,충청북도,증평군,충청북도 증평군,27482,18199,424,9283,66.22
6,제6회 전국동시지방선거,2014-06-04,충청북도,진천군,충청북도 진천군,52231,31683,772,20548,60.66
6,제6회 전국동시지방선거,2014-06-04,충청북도,청원군,충청북도 청원군,123457,70847,1542,52610,57.39
6,제6회 전국동시지방선거,2014-06-04,충청북도,청주시상당구,충청북도 청주시상당구,194201,107458,1277,86743,55.33
6,제6회 전국동시지방선거,2014-06-04,충청북도,청주시흥덕구,충청북도 청주시흥덕구,328448,178070,1890,150378,54.22
6,제6회 전국동시지방선거,2014-06-04,충청북도,충주시,충청북도 충주시,169145,97900,1590,71245,57.88
7,제7회 전국동시지방선거,2018-06-13,강원도,강릉시,강원도 강릉시,179767,108772,2252,70995,60.51
7,제7회 전국동시지방선거,2018-06-13,강원도,고성군,강원도 고성군,25496,18354,561,7142,71.99
7,제7회 전국동시지방선거,2018-06-13,강원도,동해시,강원도 동해시,75747,46923,1106,28824,61.95
7,제7회 전국동시지방선거,2018-06-13,강원도,삼척시,강원도 삼척시,59117,41032,1262,18085,69.41
7,제7회 전국동시지방선거,2018-06-13,강원도,속초시,강원도 속초시,68234,40493,813,27741,59.34
7,제7회 전국동시지방선거,2018-06-13,강원도,양구군,강원도 양구군,19596,14386,505,5210,73.41
7,제7회 전국동시지방선거,2018-06-13,강원도,양양군,강원도 양양군,24088,17864,502,6224,74.16
7,제7회 전국동시지방선거,2018-06-13,강원도,영월군,강원도 영월군,35214,23980,584,11234,68.1
7,제7회 전국동시지방선거,2018-06-13,강원도,원주시,강원도 원주시,278991,159235,2364,119756,57.08
7,제7회 전국동시지방선거,2018-06-13,강원도,인제군,강원도 인제군,27243,19632,583,7611,72.06
7,제7회 전국동시지방선거,2018-06-13,강원도,정선군,강원도 정선군,33293,23092,645,10201,69.36
7,제7회 전국동시지방선거,2018-06-13,강원도,철원군,강원도 철원군,39354,26230,848,13124,66.65
7,제7회 전국동시지방선거,2018-06-13,강원도,춘천시,강원도 춘천시,231430,144282,2559,87148,62.34
7,제7회 전국동시지방선거,2018-06-13,강원도,태백시,강원도 태백시,38386,25298,672,13088,65.9
7,제7회 전국동시지방선거,2018-06-13,강원도,평창군,강원도 평창군,37506,25475,554,12031,67.92
7,제7회 전국동시지방선거,2018-06-13,강원도,홍천군,강원도 홍천군,60386,39971,1093,20415,66.19
7,제7회 전국동시지방선거,2018-06-13,강원도,화천군,강원도 화천군,21783,16229,505,5554,74.5
7,제7회 전국동시지방선거,2018-06-13,강원도,횡성군,강원도 횡성군,40565,27945,882,12620,68.89
7,제7회 전국동시지방선거,2018-06-13,경기도,가평군,경기도 가평군,54583,35332,1275,19251,64.73
7,제7회 전국동시지방선거,2018-06-13,경기도,고양시덕양구,경기도 고양시덕양구,398866,232142,4178,166724,58.2
7,제7회 전국동시지방선거,2018-06-13,경기도,고양시일산동구,경기도 고양시일산동구,234054,132770,2329,101284,56.73
7,제7회 전국동시지방선거,2018-06-13,경기도,고양시일산서구,경기도 고양시일산서구,222085,132848,2218,89237,59.82
7,제7회 전국동시지방선거,2018-06-13,경기도,과천시,경기도 과천시,46715,32773,650,13942,70.16
7,제7회 전국동시지방선거,2018-06-13,경기도,광명시,경기도 광명시,270792,166883,3150,103909,61.63
7,제7회 전국동시지방선거,2018-06-13,경기도,광주시,경기도 광주시,287993,156147,2208,131846,54.22
7,제7회 전국동시지방선거,2018-06-13,경기도,구리시,경기도 구리시,165295,97711,1803,67584,59.11
7,제7회 전국동시지방선거,2018-06-13,경기도,군포시,경기도 군포시,228999,144561,2559,84438,63.13
7,제7회 전국동시지방선거,2018-06-13,경기도,김포시,경기도 김포시,316246,180079,2891,136167,56.94
7,제7회 전국동시지방선거,2018-06-13,경기도,남양주시,경기도 남양주시,537349,294809,5020,242540,54.86
7,제7회 전국동시지방선거,2018-06-13,경기도,동두천시,경기도 동두천시,80603,43685,1143,36918,54.2
7,제7회 전국동시지방선거,2018-06-13,경기도,부천시,경기도 부천시,715281,396259,7452,319022,55.4
7,제7회 전국동시지방선거,2018-06-13,경기도,성남시분당구,경기도 성남시분당구,401672,266966,3704,134706,66.46
7,제7회 전국동시지방선거,2018-06-13,경기도,성남시수정구,경기도 성남시수정구,204053,115704,2060,88349,56.7
7,제7회 전국동시지방선거,2018-06-13,경기도,성남시중원구,경기도 성남시중원구,195192,112200,1812,82992,57.48
7,제7회 전국동시지방선거,2018-06-13,경기도,수원시권선구,경기도 수원시권선구,342897,197363,3248,145534,57.56
7,제7회 전국동시지방선거,2018-06-13,경기도,수원시영통구,경기도 수원시영통구,273531,174692,2680,98839,63.87
7,제7회 전국동시지방선거,2018-06-13,경기도,수원시장안구,경기도 수원시장안구,202140,121951,2125,80189,60.33
7,제7회 전국동시지방선거,2018-06-13,경기도,수원시팔달구,경기도 수원시팔달구,161673,88388,1700,73285,54.67
7,제7회 전국동시지방선거,2018-06-13,경기도,시흥시,경기도 시흥시,350586,185308,3108,165278,52.86
7,제7회 전국동시지방선거,2018-06-13,경기도,안산시단원구,경기도 안산시단원구,252537,134644,2321,117893,53.32
7,제7회 전국동시지방선거,2018-06-13,경기도,안산시상록구,경기도 안산시상록구,301162,160049,3019,141113,53.14
7,제7회 전국동시지방선거,2018-06-13,경기도,안성시,경기도 안성시,149626,82039,1895,67587,54.83
7,제7회 전국동시지방선거,2018-06-13,경기도,안양시동안구,경기도 안양시동안구,268004,174899,2840,93105,65.26
7,제7회 전국동시지방선거,2018-06-13,경기도,안양시만안구,경기도 안양시만안구,216498,129861,2340,86637,59.98
7,제7회 전국동시지방선거,2018-06-13,경기도,양주시,경기도 양주시,171243,94177,1877,77066,55.0
7,제7회 전국동시지방선거,2018-06-13,경기도,양평군,경기도 양평군,98582,60999,1698,37583,61.88
7,제7회 전국동시지방선거,2018-06-13,경기도,여주시,경기도 여주시,94136,55404,1566,38732,58.86
7,제7회 전국동시지방선거,2018-06-13,경기도,연천군,경기도 연천군,38497,24793,805,13704,64.4
7,제7회 전국동시지방선거,2018-06-13,경기도,오산시,경기도 오산시,169638,90096,1635,79542,53.11
7,제7회 전국동시지방선거,2018-06-13,경기도,용인시기흥구,경기도 용인시기흥구,387109,245512,3821,141597,63.42
7,제7회 전국동시지방선거,2018-06-13,경기도,용인시수지구,경기도 용인시수지구,215189,139112,1832,76077,64.65
7,제7회 전국동시지방선거,2018-06-13,경기도,용인시처인구,경기도 용인시처인구,192573,106690,2196,85883,55.4
7,제7회 전국동시지방선거,2018-06-13,경기도,의왕시,경기도 의왕시,127960,82375,1605,45585,64.38
7,제7회 전국동시지방선거,2018-06-13,경기도,의정부시,경기도 의정부시,366459,198518,3541,167941,54.17
7,제7회 전국동시지방선거,2018-06-13,경기도,이천시,경기도 이천시,171518,93703,2079,77815,54.63
7,제7회 전국동시지방선거,2018-06-13,경기도,파주시,경기도 파주시,352518,193802,4056,158716,54.98
7,제7회 전국동시지방선거,2018-06-13,경기도,평택시,경기도 평택시,394222,209742,4482,184480,53.2
7,제7회 전국동시지방선거,2018-06-13,경기도,포천시,경기도 포천시,129049,70763,1833,58286,54.83
7,제7회 전국동시지방선거,2018-06-13,경기도,하남시,경기도 하남시,194181,115416,1842,78765,59.44
7,제7회 전국동시지방선거,2018-06-13,경기도,화성시,경기도 화성시,551721,313790,4832,237931,56.87
7,제7회 전국동시지방선거,2018-06-13,경상남도,거제시,경상남도 거제시,194485,122586,2196,71899,63.03
7,제7회 전국동시지방선거,2018-06-13,경상남도,거창군,경상남도 거창군,53061,39547,1199,13514,74.53
7,제7회 전국동시지방선거,2018-06-13,경상남도,고성군,경상남도 고성군,46588,34075,1191,12513,73.14
7,제7회 전국동시지방선거,2018-06-13,경상남도,김해시,경상남도 김해시,420296,251998,3302,168298,59.96
7,제7회 전국동시지방선거,2018-06-13,경상남도,남해군,경상남도 남해군,39731,30728,1376,9003,77.34
7,제7회 전국동시지방선거,2018-06-13,경상남도,밀양시,경상남도 밀양시,93081,62115,1617,30966,66.73
7,제7회 전국동시지방선거,2018-06-13,경상남도,사천시,경상남도 사천시,94449,65481,1705,28968,69.33
7,제7회 전국동시지방선거,2018-06-13,경상남도,산청군,경상남도 산청군,32408,24648,897,7760,76.06
7,제7회 전국동시지방선거,2018-06-13,경상남도,양산시,경상남도 양산시,275507,167549,2672,107958,60.81
7,제7회 전국동시지방선거,2018-06-13,경상남도,의령군,경상남도 의령군,24972,19912,923,5060,79.74
7,제7회 전국동시지방선거,2018-06-13,경상남도,진주시,경상남도 진주시,282049,190842,3097,91207,67.66
7,제7회 전국동시지방선거,2018-06-13,경상남도,창녕군,경상남도 창녕군,55922,39408,1124,16514,70.47
7,제7회 전국동시지방선거,2018-06-13,경상남도,창원시마산합포구,경상남도 창원시마산합포구,154311,99281,1695,55030,64.34
7,제7회 전국동시지방선거,2018-06-13,경상남도,창원시마산회원구,경상남도 창원시마산회원구,166500,109609,1690,56891,65.83
7,제7회 전국동시지방선거,2018-06-13,경상남도,창원시성산구,경상남도 창원시성산구,184600,125797,1665,58803,68.15
7,제7회 전국동시지방선거,2018-06-13,경상남도,창원시의창구,경상남도 창원시의창구,210327,135147,2072,75180,64.26
7,제7회 전국동시지방선거,2018-06-13,경상남도,창원시진해구,경상남도 창원시진해구,150396,93901,1510,56495,62.44
7,제7회 전국동시지방선거,2018-06-13,경상남도,통영시,경상남도 통영시,110317,72815,1508,37502,66.01
7,제7회 전국동시지방선거,2018-06-13,경상남도,하동군,경상남도 하동군,42568,33773,1406,8795,79.34
7,제7회 전국동시지방선거,2018-06-13,경상남도,함안군,경상남도 함안군,56780,40450,1175,16330,71.24
7,제7회 전국동시지방선거,2018-06-13,경상남도,함양군,경상남도 함양군,34972,27230,1127,7742,77.86
7,제7회 전국동시지방선거,2018-06-13,경상남도,합천군,경상남도 합천군,42165,32499,1526,9666,77.08
7,제7회 전국동시지방선거,2018-06-13,경상북도,경산시,경상북도 경산시,215139,118506,2933,96633,55.08
7,제7회 전국동시지방선거,2018-06-13,경상북도,경주시,경상북도 경주시,218273,139142,4845,79131,63.75
7,제7회 전국동시지방선거,2018-06-13,경상북도,고령군,경상북도 고령군,29462,20295,974,9167,68.89
7,제7회 전국동시지방선거,2018-06-13,경상북도,구미시,경상북도 구미시,332873,187236,4033,145637,56.25
7,제7회 전국동시지방선거,2018-06-13,경상북도,군위군,경상북도 군위군,22753,18641,1223,4112,81.93
7,제7회 전국동시지방선거,2018-06-13,경상북도,김천시,경상북도 김천시,119511,83567,2804,35944,69.92
7,제7회 전국동시지방선거,2018-06-13,경상북도,문경시,경상북도 문경시,62685,46221,2642,16464,73.74
7,제7회 전국동시지방선거,2018-06-13,경상북도,봉화군,경상북도 봉화군,29582,23343,1229,6239,78.91
7,제7회 전국동시지방선거,2018-06-13,경상북도,상주시,경상북도 상주시,87109,61995,3124,25114,71.17
7,제7회 전국동시지방선거,2018-06-13,경상북도,성주군,경상북도 성주군,40239,28866,1549,11373,71.74
7,제7회 전국동시지방선거,2018-06-13,경상북도,안동시,경상북도 안동시,137423,94434,3188,42989,68.72
7,제7회 전국동시지방선거,2018-06-13,경상북도,영덕군,경상북도 영덕군,34366,26337,1217,8029,76.64
7,제7회 전국동시지방선거,2018-06-13,경상북도,영양군,경상북도 영양군,15686,12905,683,2781,82.27
7,제7회 전국동시지방선거,2018-06-13,경상북도,영주시,경상북도 영주시,91447,63733,2373,27714,69.69
7,제7회 전국동시지방선거,2018-06-13,경상북도,영천시,경상북도 영천시,88000,60058,2638,27942,68.25
7,제7회 전국동시지방선거,2018-06-13,경상북도,예천군,경상북도 예천군,44218,34638,1708,9580,78.33
7,제7회 전국동시지방선거,2018-06-13,경상북도,울릉군,경상북도 울릉군,9057,7479,335,1578,82.58
7,제7회 전국동시지방선거,2018-06-13,경상북도,울진군,경상북도 울진군,43356,33184,2192,10172,76.54
